title,rating,review_text,location,hotel,label
Exquisito,5,"Una joya en pleno centro de Sevilla, a unos pasos de Sierpes y rodeado de calles, callecitas, plazas y gran parte del patrimonio histórico de la ciudad. Gracias Susana por tu cálida bienvenida, gracias Cristina por tu trato amable y por tu sonrisa. Ha sido una experiencia extraordinariamente placentera. El olor a fresco, embriagador. La pulcritud de sus espacios. La habitación estupenda con una decoración que te invita al disfrute total de tu estancia mágica en este hotel mágico! ",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1
Enhorabuena hotel de 5 estrellas,5,"Estuvimos alojados, y no puedo nada más que decir que toda la atencion fue magnífica,  la ubicación inmejorable, el desayuno espectacular. Es sencillamente elegante con clase  Volveremos sin dudarlo, y somos muy exigentes con los alojamientos a los que vamos. Y mnos considereramos  muy críticos a la hora de puntuar,decimos verdades lógicas aunque no sean agradables",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1
Hotel  magnífico con encanto,5,"He pasado una noche en este hotel y solo puedo calificarlo como excelente. Ya la recepción te deja sin palabras y las habitaciones están decoradas con un gusto exquisito. El baño es magnífico, incluso tienes dos duchas por si te quieres duchar a dos bandas. Incluye albornoz y zapatillas. El bufé se toma en un típico patio andaluz precioso con su fuente e incluye zumo natural y tienes servicio de platos calientes a demanda (muy cuidado por el COVID). Su ubicación en pleno casco histórico. En definitiva, mejor imposible.",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1
Nivélazo,5,"Gracias a Susana (jefa de recepción) una entrada impecable con una información concreta y eficaz, un trato exquisito , rápido y sencillo. Las habitación espectacular y el estado de todo impecable. Su ubicación en el casco antiguo y para ir de familia y visitar genial, el parking fue lo menos eficaz pero está a 10 minutos caminando. Dos mascarillas  y gel hidroalcohólico de cortesía y una habitacion preparada para entrar (la temperatura adecuada) las noches fueron tranquilas y sin ruidos, genial.",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1
Excelente hotel,5,"Nos hospedamos con el hotel y acababan de abrir esa semana, fue una joya encontrarlo, bien ubicado en una zona peatonal y la verdad el hotel es precioso, el lobby, las habitaciones, el desayunador todo de un gusto exquisito y el servicio muy bueno. El desayuno es magnifico. Gran opción si vuelvo a Sevilla repito",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1
MUY BUEN HOTEL,5,"La ubicación del Hotel es excelente. Te permite ir andando a los lugares más bonitos y emblemáticos de Sevilla. El Hotel precioso..muy bien decorado. LA habitación amplia, cómoda y con un baño estupendo. El personal muy profesional y muy amable. El desayuno buffet muy completo y con mucha calidad. Cuando volvamos a Sevilla repetiremos seguro!!!!",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1
A great hotel for a long weekend in Sevilla.. amazing rooftop.,5,"Hotel muy bien ubicado para descubrir Sevilla, muy céntrico. Nos alojamos en la suit 120 y todo perfecto….habitación amplia y con balcones.   La limpieza es un 100% y el camarero del rooftop Jose izó que nuestras tardes en la piscina fuesen de lo mejor!   Muchas gracias!!",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Conocer Sevilla,4,"Muchas gracias por la amabilidad, simpatia, detalles por parte de todo el personal, especialmente a Fernando y Carmela  Un hotel muy céntrico,  cama muy cómoda, un desayuno muy variado, un servicio/limpieza de habitaciones perfecto. Muy aconsejable!! Maria Teresa y  Carlos",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Excepcional,5,"Totalmente recomendable. Ubicación perfecta para visitar Sevilla.  El hotel es muy bonito y confortable, y el servicio excepcional. Muy amables y siempre dispuestos a ayudar y a recomendar sitios para visitar.  Volveremos seguro",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Estadía en Sevilla,4,Excelente.  Hotel muy bien localizado. El desayuno maravilloso.  Personal super atento Es un poco complicado llegar a las habitaciones por eso clasifico 4 Hay un restaurante muy cerca que se llama El  Tres Soles  que se come de maravilla,Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Una muy buena opción,4,La localización perfecta la en mitad del barrio De la Cruz tiene garaje aunque un caro 20€ día habitación estupenda  el servicio de primera no pudimos utilizar la piscina y la terraza debido  al mal tiempo.Una opción perfecta para pasar unos días en sevilla,Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
25 Aniversario en Sevilla,5,"Todas las personas sin excepción  muy amables, el lugar acogedor, céntrico, buena calidad y limpieza. Comodidad en el parking para no tener que utilizar el vehículo hasta salir. El emplazamiento permite desplazarse cómodamente a pie. La azotea, con espacios, bar y piscina muy agradable sobre todo por la noche.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
IMPOSIBLE DESCANSAR,2,"El fin de semana mi pareja y yo hicimos una reserva en este hotel, con el fin de descansar y desconectar, fue sólo una noche y menos mal.  Nos llevaron a un ala bastante apartada del hotel porque nos dijeron que era mejor para descansar ya que la parte de fuera era muy “jaleosa”. Nos pareció bien porque era justo lo que buscábamos, y cuál fue nuestra sorpresa? Desde las 6 de la mañana con ruidos, primero lo que suponemos que eran unos tacones en la habitación de arriba (de eso no tiene culpa el hotel, obviamente) y después sobre las 7 o poco más, las limpiadoras moviendo muebles y arrastrando sofás o lo que fuera. Habíamos cogido sólo alojamiento para descansar, pensando en no tener que madrugar como habitualmente, pero fue IMPOSIBLE por los ruidos constantes.  Por destacar algo…",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,0
fantastico!!,5,"Fantástico desde el primer momento, nada mas llegar nos ayudaron con las maletas y las llevaron a la habitación. El personal del hotel de los mejores que me he podido encontrar, sin duda se merecen un 10!!!. La habitación fantástica, grande y con todo lo necesario. Nos dejaron la plancha durante los dos dias que estuvimos alojados allí. el baño con todo lo necesario. La piscina es una gozada, aunque no es muy grande es suficiente para refrescarte a media tarde. La ubicación mejor imposible, a dos minutos de la Giralda, en una zona llena de restaurantes y bares. Dispone de parking (no incluido en el precio) que aunque es caro se agradece. Sin duda repetiré cuando viaje de nuevo a Sevilla.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Un placer la estancia,5,"Un trato exquisito desde el mismo momento que llegamos al hotel hasta que nos fuimos. Buenas instalaciones, todo nuevo. Destacar que todos los días cuando nos limpiaban la habitación, nos dejaban dos botellas de agua. Son detalles que se agradecen. Destacar el trato de las profesionales que nos atendieron en el desayuno",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Maravillosa estancia,5,"Maravilloso trato de todo el personal del hotel. Habitación super cómoda y muy limpia. El desayuno vale mucho la pena, variado y con muy buen cafe. Las medidas COVID perfectas. 100% Recomendable, para repetir sin lugar a dudas.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
No es oro todo lo que reluce,3,"El hotel en general está bien, las habtiaciones son espaciosas y el personal es muy amable (sobretodo el encargado del roof-top y la piscina) y la zona de la piscina es curiosa. Pero tiene dos grandes fallos: El primero es que el wifi no llegaba bien a la habitación ya que se cortaba continuamente. El segundo fallo es que no se les ocurre otra cosa que poner un edredón nórdico en vez de una sábana fina en pleno agosto en Sevilla.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,3
Visita de 3 dias,5,Estancia de tres días para descubrir Sevilla. Hotel muy bien valorado y se lo merece. Nuestro opinion : - Ubicación ideal - Habitación muy confortable  -Personal amable y disponible.  -Desayuno rico delicioso - Pequeña piscina en el techo,Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Muy buen hotel en centro histórico de Sevilla,4,"El Hotel Rey Alfonso X es un hotel muy recomendable con una envidiable localización en el casco antiguo de Sevilla, a 7 minutos a pie de La Giralda. Es un precioso edificio antiguo rehabilitado y muy Moderno por dentro y bien equipado. Las camas muy confortables y por la noche tuvimos una habitación que daba a un patio interior muy Silencioso con lo que el descanso estuvo garantizado. El personal del hotel es muy agradable y atento. Lástima que no tuvimos de disfrutar de la terraza oportunidad y la piscina. A repetir. ",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Estupendo Hotel,5,"Las instalaciones del hotel y el personal son geniales. Hotel muy recomendable para pasar unas vacaciones en Sevilla. La ubicación es buenísima, muy céntrico. A 400 metros de la Catedral. Zona muy tranquila. El personal es extraordinario.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Magnifico,5,"Hotel perfecto para visitar Sevilla. Muy bien ubicado para visitarlo todo. Felicitar a TODO EL PERSONAL, por su amabilidad y profesionalidad. Especialmente a Juanma y Mariano, atentos a todas nuestras necesidades. La piscina y la terraza, una delicia. Habitación preciosa y limpia. Desayuno buffet excelente.  Recomendable al 100% . Amenazamos con volver!  Feliciten a todo su personal!",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Hotel estupendo,5,Hotel estupendo! Súper bonito. El personal muy agradable. Nos encanto que el hotel tuviera mini bar!  Es un hotel que está muy céntrico. Lo recomiendo 100%.  Nosotros algún día volveremos a ir! Es estupendo,Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Un buen hotel con mucho ruido.,3,"El hotel es moderno, amplio y limpio, pero no hemos podido disfrutar de la experiencia porque con tanto ruido no hemos podido descansar. Además la piscina estaba llena de gente y no la hemos podido usar. Los empleados muy amables y la ubicación perfecta.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,3
Situación y trato inmejorable.,5,"La situación del hotel, en el barrio de Santa Cruz es perfecta, muy cerca de lo más importante a visitar, con sus callejuelas estrechas, plazas y bares. El trato y atención del equipo del hotel ha sido de 10. Nos hemos sentido muy muy a gusto.  El desayuno es muy completo y la plaza de garaje amplia.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
"Lo mejor, la ubicación",4,"Hotel muy bien ubicado con excelente trato de todos los trabajadores pero no demasiado adaptado para ir con niños pequeños, pues la unica entrada es con escaleras y para acceder a la piscina también hay que subir y bajar muchas escaleras.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Hotel perfecto!,5,"Esta situado en un barrio donde todo te queda cerca.  La gente del hotel súper atentos y amables.  La habitación que nos tocó era en el último piso ,al lado de la entrada a la piscina, comodisma y enormeee la cama y la habitación espaciosa y ventila y con buenas vistas.  Muchas gracias, volveremos encantados!!",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1
Visita anual.,5,"Todos los años visitamos Sevilla por el simple gusto de visitar sus lugares emblemáticos y pasear por sus calles, llenas de tradición y belleza, además hay que tener en cuenta su fantástica gastronomía.",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
POR MEJORAR,4,"aunque se aprecia una cierta reforma en general , las instalaciones denotan cierto deterioro a causa del bajo mantenimiento , puertas que cierran mal , grifos que gotean cisterna que no para , muebles y tapicerias descosidos . parkig incomodo ,caro y muy muy ruidoso.",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
SIN CALEFACCIÓN OPERATIVA Y CON FRÍO,2,Calefacción averiada o no operativa. Se comenta en recepción y no me hacen caso. reitero y tampoco ni caso. Pasé frío. No es admisible en ningún hotel pero menos en un hotel de esta supuesta categoría,Seville_Province_of_Seville_Andalucia,Melia_Sevilla,0
Fin de semana,5,"Atención rápida y con buena consideración de las necesidades del cliente, buenas instalaciones. Habitación amplia y confortable. Muy bien situado aunque con alguna dificulta de acceso por el sentido de las calles. Garaje algo distanciado pero con accesibilidad aceptable. Trato en general amable.",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
Deja bastante que desear.,2,Este hotel ha bajado notoriamente su categoria. Sus habitaciones son bastante hostiles y el Room service es pesimo. No ponen amenities en el baño y las toallas son viejas. La ducha no tiene presion. Deberian de preocuparse un poco mas por dar mejor servicio,Seville_Province_of_Seville_Andalucia,Melia_Sevilla,0
De diez,5,"Nuestra estancia fue excelente, los niños se lo pasaron genial. El personal muy amable, el desayuno buffet de 10, las instalaciones del hotel fabulosas, volveremos sin duda. Sevilla es una ciudad con encanto.",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
finde semana,4,"hotel  centrico con instalaciones nuevas , habitaciones amplias , comodas , con la salvedad mas importante que el descanso en el colchon es para valientes pues esta duro como una roca y a dia de hoy se podria mejorar , pues al final y al cabo pagas por el sueño y en esta vez el sueño fue malo..",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
Desastre de ascensores,2,"Son pequeños, se bloquean y son insuficientes para el tamaño del hotel. La mayoría de los clientes tenían que usar las escaleras . Yo estuve en una 6 planta,y encima a la llegadano funcionaba la cerradura de la habitación y baje dos veces más a recepción. Un desastre ",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,0
MUY RECOMENDABLE,5,"Excepto el servicio de habitaciones que es muy lento, el hotel es un 10.  Por amabilidad del personal, tanto de recepción como del comedor, cafetería... por ubicación, por limpieza, variedad en el buffet del desayuno....",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
"Excelente Hotel, ubicación y el mejor buffet de desayuno!",5,"Un trato inigualable, atención al cliente 10! instalaciones impecables y cómo ya he dicho...el mejor buffet de desayuno visto en muchísimos hoteles,,, INCREIBLE! Cada vez que visito Sevilla, intento hospedarme aquí si está disponible y nunca me ha fallado...siempre el mejor servicio.",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
Esperaba más de lo recibido,4,"Aunque fueron sólo 2 noches, esperaba más de una marca como Melia. Recibimiento frío x parte del recepcionista. Ascensores llenos y 10 min de espera para usarlos cdo vas con 3 niños.... Habitación cara para ser interior y pequeña. ",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
Mal mal y mal,2,"Mal mal y mal. Una enorme diferencia de trato con familia a trabajo. Empecemos por la recepción, la reserva no les figuraba, me descargo la app ya que a ellos nos les figura. Una vez la tengo en pantalla y se la muestro, me dicen que ahora sí. No tienen la cama supletoria lista por supuesto. Ruido en la habitación, hay toda una maquinario de un extractor en el.propio baño!!! Moqueta de.los pasillos, vieja, sucia y con olor a tabaco. Piscina, aquí viene el surrealismo. Está cerrada al público, si bien por el clima está llena. Sirven un cóctel de empresa pero como cliente no puedo subir una bebida en cristal. Y esto en 1 día y medio. Never again, y seguro nunca me traigo un grupo aquí de trabajo",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,0
Estancia de mucha calidad.,5,"Aunque el exterior es un poco antiguo, el interior del hotel es completamente nuevo. Todas sus instalaciones y el trato del personal son muy positivos. Está muy bien ubicado y no le falta detalle. Volveré sin duda.",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
MARAVILLOSO,5,"Lo primero, quiero agradecer a Adrian Garrido la estancia tan fantastica que hemos tenido. El y todo el personal del hotel nos han hecho sentir como en casa. Desayuno fantastico. Habitacion amplia y comoda. Para repetir en el hotel y en toda la cadena. Muchas gracias",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
Buen hotel de ciudad,5,"Estuve alojado un fin de semana en este hotel. Desde la entrada percibes que es un hotel de toda la vida aunque reformado.  Las zonas comunes están decoradas con mimo, es amplio. Por poner una pega los ascensores son muy lentos. Se accede fácilmente a todas las instalaciones desde el hall (piscina, parking, salones, The Level Lounge…).  La habitación era The Level. Muy funcional, elegante y con unas vistas estupendas a la Plaza de España. Tamaño correcto, cama comodísima y buena insonorización.   El desayuno muy completo y el servicio The Level siempre recomendable por tener acceso a bebidas y snacks gratuitos.   Un gran hotel para visitar Sevilla por su buena ubicación y servicio.",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
amables y profesionales,5,"Todo bastante bien,  el personal de diez, la limpieza de diez, la habitación y baño también de diez, el aislamiento es buenísimo. Mejorar un poquito el tema del covid en el comedor por algún cliente irresponsable",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
"Mu bien, pero hay que cuidar el ruido de los clientes maleducados",4,El Hotel está muy bien y el servicio es excelente La nota negativa ha sido que me tocó un vecino de habitación muy maleducado que hacia ruidos a las 4 de la madrugada y que fumaba en la habitación Me cambiaron de habitación la segunda noche pero el Hotel debería vigilar estas situaciones.,Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
Excelente elección para visitar Sevilla,5,"Buena localización a 25 minutos de la catedral a pie, nos permitió movernos sin la necesidad de transporte publico. Excelente el concepto LEVEL que te permite un pequeño refrigerio cuando llegas al hotel después de unas horas de visita por la ciudad.",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
Suciedad intolerable,1,"Jamás me he encontrado un nivel de suciedad como el de este hotel. Ni en hostales de una estrella.  Cuando llegamos tuvimos que solicitar el cambio de habitación al ver el estado de la misma (echad un vistazo a las fotos). Durante el proceso de cambio las enseñé en recepción y ni nos miraron a la cara. Ni una disculpa. Ni un detalle. Nada durante nuestra estancia.  Las medidas de prevención Covid son inexistentes. Ni siquiera informan a los clientes extranjeros de que en España es obligatorio el uso de mascarilla en interiores. Y, obviamente, no lo cumplen. Tampoco en recepción o en los ascensores.  Escribiendo sobre los ascensores... están colapsados. Demasiados clientes para tan pocos. Tuvimos que bajar numerosas veces por las escaleras desde un quinto piso (menos mal porque…",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,0
Lamentable,1,"Lamentable elegir un hotel de cuatro estrellas y que te adjudiquen una habitación sucia, otra ocupada con cliente limpio y la tercera sucia. Queria tranquilidad y no tener problemas durante el alojamiento y fue todo lo contrario, y esa experiencia por muchas disculpas que te pidan se queda ahi y no se resarce de ninguna manera, no tampoco el hotel mucha intención de resarcir la experiencia. ",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,0
Céntrico y cómodo,4,"Estuvimos 5 días en una junior suites. Nos gustó muchísimo la habitación en el noveno piso, con vistas a la Giralda. El día que entramos, el recepcionista, de entrada , nos dió una habitación normal y no la que teníamos contratada. Fuimos a decírselo y nos la cambió, pero en ningún momento se disculpó. El baño está un poco anticuado con las bañeras, en la que me resbalé. La ubicación del hotel es fantástica, se puede ir a pie al centro o coger el tranvía o la guagua, que están a 5 min.",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,1
Muy bueno,4,"Hemos estado de luna de miel del 24 al 28 de octubre, el hotel muy bien buffet desayuno y cena bastante te bien, el unico pero que pondría que las limpiadoras no limpian las zonas altas por ejemplo cabezal de la cama y espejo del baño con polvo por encima pero todo lo demas excelente personal excelente y que decir del jefe del buffet Fco. Javier fuerte maravilla de persona por gente como el Sevilla tiene un color especial muchas felicidades por el trato que nos distes. Unos Gran Canari@s muy satisfecho",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,1
Trato excelente y muy buen servicio,5,"Nos casamos mi mujer y yo el pasado 1 de octubre y hemos quedado plenamente satisfecho, dado que todo el personal ha trabajado con cariño para lograr el gran resultado final.   Cristina, ha sido prácticamente nuestra wedding planner, puesto que nos ha organizado la boda que queríamos y con todos los detalles que deseábamos.  Estuvimos en el salón de la tercera planta de manera privada y con unas vistas muy bonitas.   La habitación fue en la planta 13 con unas vistas inmejorables y con una terraza enorme. Muy amplia, con bañera hidromasaje y con todo detalle.  El desayuno amplio y variado.  Recomiendo sin duda este hotel.",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,1
Sigo aquí pero quiero cambiarme de hotel,2,"El hotel fantástico. Los desayunos  muy buenos pero la recepcionista del lunes 18bde octubre en la mañana  es una grosera que trata mal a los huéspedes. No se qué le pasa pero si pudiera cambiaria hoy mismo de hotel. Está mañana con un tema de la llave me regaña y me hace sentir  mal, como si hubiese tenido yo la culpa que mi llave no funcionará  . Esa actitud de superioridad que no entiendo. Cero actitud de servicio. ",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,0
Precio desproporcionado,3,"Fuimos de vacaciones y pasamos solo 1 noche a Sevilla, y la experiencia no fue del todo buena. Llegamos a la habitación y no habían toallas en el baño. Además a las 8 de la mañana nos tocaron la puerta despertándonos, y luego entraron a la habitación antes de que alcanzáramos a responder (al parecer para dejar algo, se fueron en seguida). La cama rica y todo muy limpio. No me gustó tampoco que había que pagar mucho para incluir el desayuno y el estacionamiento. ",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,3
Vacaciones,5,"Hotel muy bien situado, personal muy agradable, habitaciones amplias y limpieza muy bien. Recomendado..la piscina un poco pequeña para lo grande que es, y pocas hamacas, casi imposible cogerlas. Cerca de la catedral y de la Plaza España.",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,1
Centro Sevilla,4,"Hotel situado en el centro a pocos minutos de la famosa Plaza de España. Habitación estándar correcta con una decoración algo sobria pero muy limpia. Muy buenas instalaciones con una piscina pequeña pero recomendable, sobre todo si hace calor. Personal atento y muy amable. Parking de pago en el mismo hotel. ",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,1
"Estancia cómoda, buena atención, completo desayuno",5,"el hotel está bien situado en una zona tranquila de la ciudad a pocos minutos del centro. el desayuno es completísimo y el personal es muy atento. Si tienes la suerte de tener una habitación con vistas al centro éstas son impresionantes. Se ve desde la giralda, los puentes del río y los alrededores de la ciudad.",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,1
Estupendo todo,5,Me encantó el hotel en todos los sentidos situación decoración limpieza parking cafetería y personal el wifi el aire acondicionado y la televisión Es muy útil tener una pequeña nevera Está muy bien comunicado y se pueden hacer reservas turísticas en pantalla interactiva,Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,1
Finde sevillano,4,"Como siempre muy bien , excelente acogida y trato. Relacion calidad/precio extraordinaaria. Personal profesional  y encantador. Limpieza y desinfección absolutas. Comoen la mayoria de hoteles se tienen qu ereplantear el precio del parking.",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,1
Viaje a Sevilla,4,"Hote muy céntrico, con parking, piscina y spa, habitaciones muy amplias y cómodas, por ponerle un pero...las almohadas muy incómodas. Paradas de transporte público muy cercanas al hotel, aunque andando al centro de la ciudad, son unos 20 minutos. Muy recomendable, sin duda repetiría.",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,1
